Unnamed: 0,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt,is_reply,label
10480,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Kangen sama YouTube yang dulu :(<br>Sekarang malah parah banget..,kangen sama youtube dulu sekarang malah parah banget,@Reinsomnia,https://yt3.ggpht.com/nHsT3_ZwwN6GGzd70DjmsNmgJVrQLRrwrHB4XnBQIwtafjRetsFmGkN8M3tLa2ncWXrRo2TYAw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Reinsomnia,{'value': 'UCxanCNHorbmTZek6581LTHQ'},True,none,1,2019-11-01T11:44:41Z,2019-11-01T11:44:41Z,False,
10673,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"Lagi kangen aja nonton kreator, bukan reuploder.",kangen aja nonton kreator bukan reuploder,@saipullah296,https://yt3.ggpht.com/e1BBdszMxHmg5pGU4__OoLOT760ibEhPlfWqG2WMBRIifyPY5M1-SOySPPGo-dzJIx4hCr0bNw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@saipullah296,{'value': 'UCp5Erw_s1RCO-rncT0erJSw'},True,none,0,2019-10-01T03:01:32Z,2019-10-01T03:01:32Z,False,
27032,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Dafuckkk ini keren bgt parah 😍😍😍 my favorite part pas aulion parodi where r u now njirrr parah keren bisa percis begitu 😍😍😍 love love sama remixnya 😙😘😙😘 lebih keren dari versi internya😎😎😎,dafuck keren sangat parah my favorite part pas aulion parodi where now kagum parah keren percis love love sama remixnya lebih keren versi internya,@okioktaviani7553,https://yt3.ggpht.com/ytc/AIdro_kYQouTzjip0mxE8lK9uerWFQ_CVowZO94PrTC8MkE=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@okioktaviani7553,{'value': 'UCmY2HEOZzCkU8EqxDw0V4RQ'},True,none,0,2016-01-24T17:02:35Z,2016-01-24T17:02:35Z,False,
7947,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"<a href=""https://www.youtube.com/watch?v=fNX6Gu2F7A8&amp;t=191"">3:11</a> for now",for now,@nandhinalfaradosugiyarto6183,https://yt3.ggpht.com/ytc/AIdro_kyvRPwvWlDtKTanYslRF7vPUHjL21ph2WuT4wBLg-a7Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@nandhinalfaradosugiyarto6183,{'value': 'UCswf9f2130u9IJBv3dk-JFg'},True,none,0,2020-07-14T16:05:19Z,2020-07-14T16:05:19Z,False,
14175,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,singkat.  padat. dan jelas.,singkat padat jelas,@idadahliyah9379,https://yt3.ggpht.com/ytc/AIdro_laLGvfTHXs2INeg5bm_TDc0UMlMaS6Mmaysp_Nbjk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@idadahliyah9379,{'value': 'UCRMFTVTPFyolaE9Fvn04hlA'},True,none,0,2018-12-14T18:27:23Z,2018-12-14T18:27:23Z,False,
7091,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Rindu tahun 2015  😭😭😭,rindu tahun,@nah5046,https://yt3.ggpht.com/3aO7L6vjaq14dRCT6f5m__3uotDLDfurn02rlYfxpxI09sASl9pSg-VE11uN2FBR4De-E4qTKQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@nah5046,{'value': 'UCZRgeR2pp3MnI2PuZTj1bpg'},True,none,4,2020-09-23T16:48:19Z,2020-09-23T16:48:19Z,False,
10285,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"<a href=""https://www.youtube.com/watch?v=fNX6Gu2F7A8&amp;t=202"">3:22</a> Judul lagunya apa ya btw",judul lagunya apa btw,@zhacker8115,https://yt3.ggpht.com/ytc/AIdro_kYiaS4IDl3VSDv19PvD6n9ru8AQGeZ_QRCF8aWwmsQkfWdV8ch_bpu2IJzgAGbP5wnOQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@zhacker8115,{'value': 'UCH005VePiDAkmjatTqJ_8Ow'},True,none,0,2019-11-30T06:52:14Z,2019-11-30T06:52:14Z,False,
16427,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Gara gara erick n arap gelud gua jadi nonton yt rwnd 2016 n 2015 -_-,gara gara erick arap gelud gua jadi nonton yt rwnd,@skyes1678,https://yt3.ggpht.com/ytc/AIdro_n6y2as-wBidwULzjEtcBnq3qZVuqrINuKZm-5hAWpV7g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@skyes1678,{'value': 'UCC7EwIyJvFvzX9M8B8ibmrw'},True,none,0,2018-09-15T18:12:59Z,2018-09-15T18:12:59Z,False,
22228,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"ajak Kevin Hendrawan,Victor Samuel (from jwestbros),Agung Hapsah,Pokopow,Miawaug,Kaesang juga😂😂😂😁",ajak kevin hendrawanvictor samuel from jwestbrosagung hapsahpokopowmiawaugkaesang,@muhammadraflyrefialdy2159,https://yt3.ggpht.com/ytc/AIdro_kwZPEveaJzJrIFekcWIjSnb0WkKTUyAyr-FlgdknXbNA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@muhammadraflyrefialdy2159,{'value': 'UChOJf0b-6shPPbluhqRkhHw'},True,none,0,2016-08-05T09:42:38Z,2016-08-05T09:42:38Z,False,
19884,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,baru nyadar ada heytheresia!!! wkwk,baru nyadar heytheresia wkwk,@anandan.9607,https://yt3.ggpht.com/ytc/AIdro_nVozMOFhUlTRfJhD-A0JhZzCqiRUhXYv7E4J9io-Pt0Gk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@anandan.9607,{'value': 'UCapPQOKDUa1C_YMYA_TGWlg'},True,none,0,2016-12-18T11:06:57Z,2016-12-18T11:06:57Z,False,
13218,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Sesimpel apapun kalo musiknya dipegang sama eka sih ga ada obat😂,sesimpel apapun kalau musiknya dipegang sama eka sih ga obat,@qwert_uiop,https://yt3.ggpht.com/se15c6KojhQ4X_id-DrklPQJaDRv7tUc9YaCBok6QBtOxV6_g-g3VwKcn5JXfanTJ3QlRmva=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@qwert_uiop,{'value': 'UCvO0COfFuX7VumgeGsE16HQ'},True,none,0,2018-12-15T23:45:55Z,2018-12-15T23:45:55Z,False,
11864,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"<a href=""https://www.youtube.com/watch?v=fNX6Gu2F7A8&amp;t=248"">4:08</a> judul lagunya apa",judul lagunya apa,@SultanArdiansyah,https://yt3.ggpht.com/ytc/AIdro_md2po5EuUw-yicsgYuLPGpGeusvIWlp152Ox2jbK7i42k=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@SultanArdiansyah,{'value': 'UCEBH-jLYVv628IcbX9FWvCQ'},True,none,1,2019-02-09T07:25:07Z,2019-02-09T07:25:07Z,False,
15929,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"Sama judul lagu di menit <a href=""https://www.youtube.com/watch?v=fNX6Gu2F7A8&amp;t=168"">02:48</a> plisss respon",sama judul lagu menit plis respon,@baramarassagaf4949,https://yt3.ggpht.com/ytc/AIdro_n6bQBPdVDYWjcSwoHbZ4lKVwSeqLLUpRpHCRp5rLzXYw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@baramarassagaf4949,{'value': 'UCx6KhPInMunjiJ18KaFTMfA'},True,none,0,2018-11-02T17:39:15Z,2018-11-02T17:39:15Z,False,
1384,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Nonton gegara nonton rewind 2021,nonton gegara nonton rewind,@MARIAGABRIELLA-xm9jl,https://yt3.ggpht.com/ytc/AIdro_nn73bg_t-OVw0PW_zm_ZIuodhAmbXijAjb7tuWK3hZWBw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@MARIAGABRIELLA-xm9jl,{'value': 'UCHoBrDhoimKQ3x6nzbwUdtA'},True,none,0,2022-01-04T08:11:08Z,2022-01-04T08:11:08Z,False,
4030,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Recommendation YouTube sepertinya ngaco..,recomendation youtube sepertinya ngaco,@miloreturns1759,https://yt3.ggpht.com/pINfBHHy1TO1O51viPFml1KDz6NuECiPmUAuyIwLcpOGkqA6QcjYoO-44Yqv_UQHe5R5y7ontA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@miloreturns1759,{'value': 'UCpwHjQm5nAz5VTxOQ_S76Cg'},True,none,1,2020-12-31T04:12:20Z,2020-12-31T04:12:20Z,False,
2592,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"sebelom 2020 disaat pandemik menyerang,  Aulion udh memperingati kita pake masker divideo ini 🤣",sebelom disat pandemik menyerang aulion udh memperingati pake masker divideo,@optimumpride4335,https://yt3.ggpht.com/w7Qxtn0_lb8l5zQt-0tN1bOhlajafksHZOtugXku5asgB5gsX5BrB8pptJNMVsC-3zxWNOHgkQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@optimumpride4335,{'value': 'UCQSR7rh7v8MNKXpweAid6wg'},True,none,2,2021-01-17T08:41:06Z,2021-01-17T08:41:06Z,False,
26869,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,waiting youtube rewind indonesia 2016,waiting youtube rewind indonesia,@nai_huraa1261,https://yt3.ggpht.com/ytc/AIdro_l0irqlk7oUtq6M52PVGfLtqAQrN8-PuCUZTj5ezNs=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@nai_huraa1261,{'value': 'UCDLEEfTPIL2TXl64lUnTHmA'},True,none,0,2016-01-28T13:55:51Z,2016-01-28T13:55:51Z,False,
14874,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,My favorite its nessie judge,my favorite its nesie judge,@aryaanugrah_1860,https://yt3.ggpht.com/ytc/AIdro_lrEpvGt3KihKZPT4g3GuLUyTmbjMNYByzgMPaOlETCU7zk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@aryaanugrah_1860,{'value': 'UCHmXo-C5RgO3uXHB0THtawA'},True,none,0,2018-12-12T23:57:58Z,2018-12-12T23:57:58Z,False,
26664,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,yang ke 0.56 lagu nya apa?,ke lagu nya apa,@aaronfrandito32,https://yt3.ggpht.com/ytc/AIdro_n15MQ79jAo11EK67rgKOof2GEtBoQ9mAat1yAvJFELHJA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@aaronfrandito32,{'value': 'UCmww0hO-Dx7UPQEj776K-_A'},True,none,0,2016-02-05T07:05:28Z,2016-02-05T07:05:28Z,False,
33702,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,keren ka :v,keren ka,@gyuri___,https://yt3.ggpht.com/6QZBqLnajYUdxITXRZFImYdxrw8C7uAwlioNItNcZEEMfhuvEMpS-B_r49uUT_IMPWf40xGZtw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@gyuri___,{'value': 'UCD4FTLxUaGCAgA5ELQYWw9w'},True,none,0,2015-12-13T10:06:26Z,2015-12-13T10:06:26Z,False,
33192,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"Parah banget, keren total !<br>Baju pink tadi sopo yoo???",parah banget keren total baju pink tadi sopo yo,@royu1234,https://yt3.ggpht.com/0UCkGkI-OBRbw7WjxaPubKupLrshZuBUlzHvaoroE-kiqAmSGPH2WMo_eqPUFhqh2Rv_Jo5i=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@royu1234,{'value': 'UCStH74qrGGjfjTX7mGIdHmw'},True,none,1,2015-12-14T03:32:52Z,2015-12-14T03:32:52Z,False,
34474,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Kok di kredit terakhir gambah nya koharo tapi namanya bukan yak,kok kredit terakhir gambah nya koharo namanya bukan yak,@handarudwi99,https://yt3.ggpht.com/ytc/AIdro_ncVmvyf313Mjp_fhYmGGIHOPnqg_vRbS48u4hUJhfq8wg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@handarudwi99,{'value': 'UCkS_ugaQxUhhtivO1CJytQQ'},True,none,0,2015-12-12T15:40:36Z,2015-12-12T15:40:36Z,False,
35096,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"Mas Bayuuu, LDP~!!! top dah",mas bayu ldp top dah,@cendytafp,https://yt3.ggpht.com/xGcHgauPXUfj9TxOpusg4CpRRmEONZJneUNJvKtKqqwZg7izMxRlhc2QUixpoSiA6FoMMrJEjg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@cendytafp,{'value': 'UCwfTNDzBLiobjEw-HlW9Hfg'},True,none,0,2015-12-12T08:38:36Z,2015-12-12T08:38:36Z,False,
21500,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,2016 harus ada kak&#39;1.agung hapsah <br>2.kak ria mbdc<br><br>3.awkarin<br><br>4.fathia izhati<br><br>and all youtubers cilik<br> 1.nauratv<br><br>2.aisyah hanifah<br><br>3.ria yaya riya<br><br>4.nada syifa<br><br>5.cantika putri<br><br>6.karina devi <br><br>dan aku harap a<br>smua beuty bloger ada,kakagung hapsah kak ria mbdcawkarinfathia izhatiand al youtubers cilik nauratvaisyah hanifahria yaya riyanada syifacantika putrikarina devi aku harap asmua beuty bloger ada,@inayahzoeldjibran4831,https://yt3.ggpht.com/ytc/AIdro_mpyyYPwIVyyAYnmsc0AqiESjKQvH6u0eO2sjJyyKBs8Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@inayahzoeldjibran4831,{'value': 'UCQbU_lzLcT4DKa0GSjtLYYw'},True,none,0,2016-10-14T13:08:25Z,2016-10-14T13:08:25Z,False,
7591,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Liat nak ... Para legenda yt ini,liat nak legenda yt,@darylfatah6814,https://yt3.ggpht.com/ytc/AIdro_lwL75XDh_6jMEgm7kEnREMMGdOBubR6xa8hcuKjkauwBk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@darylfatah6814,{'value': 'UCm0wemHwS3QLA0v9DfwVP9g'},True,none,0,2020-08-09T06:57:56Z,2020-08-09T06:57:56Z,False,
19934,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,pecah euy pecah,pecah euy pecah,@shannamichella87,https://yt3.ggpht.com/ytc/AIdro_laeybT3hM2jxPbGrhBzN2a4j0RHWO49vjXhQTctO2e1Yc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@shannamichella87,{'value': 'UCggSqAgsGW7AZrR-_ONOb2w'},True,none,0,2016-12-18T09:54:04Z,2016-12-18T09:54:04Z,False,
241,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"<a href=""https://www.youtube.com/watch?v=fNX6Gu2F7A8&amp;t=53"">0:53</a> BARU NYADAR ADA RICH BRIAN DI REWIND INI😭😭",baru nyadar rich brian rewind,@riofebrian8655,https://yt3.ggpht.com/ytc/AIdro_mYf21Sx9ns3QySabN4qeeUCoj7cI9-kIZvsgOGuWo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@riofebrian8655,{'value': 'UCfCc-mn1HYdNnE5NiNwjmrA'},True,none,0,2024-01-15T12:58:53Z,2024-01-15T12:58:53Z,False,
18649,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Siapa yang nonton ini ditahun 2K17 😂😂,siapa nonton ditahun,@EsaZigotanelda,https://yt3.ggpht.com/cJ4BYwwFdebbfs0Tf3SWweZcM_HrE9fiRu0K3c934OjQks03bsYpWy_xq9V7hP-hSl-G21BHlA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@EsaZigotanelda,{'value': 'UCzCjbBTwZAhZOAJ4vIczGMw'},True,none,0,2017-02-05T08:49:47Z,2017-02-05T08:49:47Z,False,
14433,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,mantap sih ini mah,mantap sih mah,@ismailnurtamami,https://yt3.ggpht.com/ytc/AIdro_nS5-XBeB8El2x8PM5HJ0Q530k-PDkUjUMb-LJbUXKquGpY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ismailnurtamami,{'value': 'UCphaCI3ZyTjb4emDO80U9Dw'},True,none,0,2018-12-14T16:27:48Z,2018-12-14T16:27:48Z,False,
16373,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,2018 ada??,,@Masyeobo,https://yt3.ggpht.com/FXG6fMpaJkKj8HY8QWK2mmbglclwgD2h_3z4ByWFHNHCOX8ASIMZog7ggTyPiDIfK3wI0eDboZQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Masyeobo,{'value': 'UC-an-bf_dKsifYDrltXRKhw'},True,none,0,2018-09-17T03:50:43Z,2018-09-17T03:50:43Z,False,
24121,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,bagys banget,bagys banget,@johanesrevino5134,https://yt3.ggpht.com/ytc/AIdro_nMxf1X74IuXz0aX8_my8f-l3hWHkfb4QlvhSpE_Aok46g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@johanesrevino5134,{'value': 'UCEsfRjbKccUuAjb2xYRc0-g'},True,none,0,2016-05-10T08:39:19Z,2016-05-10T08:39:19Z,False,
37826,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,iconic kemang .boom !!,iconic kemang bom,@Ndahrahayu27,https://yt3.ggpht.com/ytc/AIdro_mFXA2BvGMi2ltLzC99n3oAkVzVp5VC6sFgHZ883DVwlqg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Ndahrahayu27,{'value': 'UCtzXyurh1fwYRcOQdbsN0Vw'},True,none,0,2015-12-11T07:09:14Z,2015-12-11T07:09:14Z,False,
29437,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"Kereen, tapi Bang Tara Mana nih, Haduuh :v Tara Aarrts",keren bang tara mana nih haduh tara aarts,@gamergabut5575,https://yt3.ggpht.com/ytc/AIdro_m7irUjMQ_xsAd2lX3E8TXTk0TQIpcykxidt86u3gUcuwQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@gamergabut5575,{'value': 'UCQpUGGMz0aUvWY3lPjgXlZQ'},True,none,0,2015-12-29T01:22:14Z,2015-12-29T01:22:14Z,False,
1529,UC-z1ubmS-iHMVr83EEwRS2g,Itu bencana kabut asap,Itu bencana kabut asap,ugweygbrbyukjbkybnaaabag,@fii_raffi,https://yt3.ggpht.com/F8pUOpTUOXmFguLzmAlCNjkPsgmKJ-CA7RH4d3OnK7t1PlFcec-JXWPmWXnmAzY7rdzQx1Q3=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@fii_raffi,{'value': 'UC6EpnHYCMftPwmrtIllGBKA'},True,none,0,2022-01-03T05:34:56Z,2022-01-03T05:34:56Z,True,
22042,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"2016 harus ada : edho,leejeonghoon,kaesang,yoora",ada edholejeonghonkaesangyora,@ag9334,https://yt3.ggpht.com/ytc/AIdro_l5oUCrgGccRUu6VUHxcCYgo5_slLwkmYGVrNDhNDAv6-E=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ag9334,{'value': 'UChyzpx_CAEoVtsyxv9FUsNA'},True,none,0,2016-08-23T13:14:08Z,2016-08-23T13:14:08Z,False,
1236,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Kesini gara² perdebatan erick dan candra 🤣🤣 tentang sponsor,kesini gara perdebatan erick candra sponsor,@danendra3567,https://yt3.ggpht.com/JbMkgMoWSD7uNx_4QZ5qoBHlgnkZS5vizN0e0NVNYCdswLvr5XepZfCJBSJ66UnjIkp0PDAOjQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@danendra3567,{'value': 'UCMQOXfixk_Mw3ogh2SuPZLQ'},True,none,0,2022-01-07T19:11:44Z,2022-01-07T19:11:44Z,False,
11169,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Ada rich brian akwkwk,rich brian akwkwk,@alesnorhino4106,https://yt3.ggpht.com/ytc/AIdro_mAZvD1iHUqqu2bgz-5jQUgsQqTN1pzuQ8yUuyRBfN7i3Y=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@alesnorhino4106,{'value': 'UCA0OGD5YxInPgZBhSB7ohHw'},True,none,0,2019-06-12T07:45:04Z,2019-06-12T07:45:04Z,False,
37409,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,SEDAPPP !!! INI INDONESIA YANG GAK KALAH SAMA YOUTUBERS LUAR !! YAY !!,sedap indonesia gak kalah sama youtubers luar yay,@TAMPANGAMING,https://yt3.ggpht.com/-Sm0AJWU85nPiJfAlXctpZTtH04XhJi7_698xwDd27zOlz-EeQNautJOGo0ShVM9k79lf9_Kvw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@TAMPANGAMING,{'value': 'UCfepiYinpYH1XSPYexO7bZw'},True,none,23,2015-12-11T07:56:49Z,2015-12-11T07:56:49Z,False,
